विठ्ठल vitthal
निरवी niravi
आंधळगाव andhalgaon
इनामगाव inamgaon
भिवडी bhiwadi
पिंपळे pimpale
पुरंदर purandar
हरगुडे hargude
मांढर mandhar
किकवी kikavi
न्हावा nhava
परिंचे parinche
पिगोरी pigori
सटलवाडी satalwadi
पिगोरी pigori
पिसुटी pisuti
वीर vir
सासवड saswad
बेलसर belsar
शिवरी shivari
साकुर्डे sakurde
पारगाव pargaon
भोसल bhosal
भावडी bhavadi
कडेपठार kadepthar
काळविहिरे kalvihire
दौंडज daundaj
राख rakh
सकाळवाडी sakalwadi
गुळुंचे gulunche
करंजे karanje
पिंपरीखुर्द pimprikhurd
नीरा neera
वागलवाडी vagalwadi
मुरुम murum
लाटे late
होळ hol
सस्तेवाडी sastewadi
वाकी waki
मुर्ती murti
बिधम bidham
घोटवाडी ghotwadi
एकलहर eklhar
भिमाशंकर bhimashankar
तळेघर taleghar
गावंडेवाडी gavandewadi
पाटण patan
अहुपे ahupe
ससाने sasane
इगळुण iglun
राळेगाव ralegaon
बोरघर borghar
अंबेगाव ambegaon
पोखरी pokhari
गोर्हेबुद्रुक gorhebudruk
नायफाड nayphad
अव्हाट avhat
माजगाव majgaon
अंबोली amboli
सुपे supe
कोलीय koliy
अवदर avadar
खानापूर khanapur
सिंहगड sinhgad
अंबड ambad
कल्याण kalyan
विझर vizar
रांजळे ranjale
चिरमोडी chirmodi
केळावडे kelawade
नसरापूर nasrapur
बनेश्वर baneshwar
महुडेखुर्द mahudekhurd
पिसवे pisave
आपटी apati
आंबवडे ambwade
रायरी rayari
गुढे gudhe
कारी kari
चिखलगाव chikhalgaon
निझरे nizare
नेरे nere
उंभोळ umbhol
भोर bhor
भोलेवाडी bholewadi
अळंदे alande
गवडी gawadi
कपूरहोळ kapurhol
नारायणपूर narayanpur
पूर pur
वर्वे varve
कांबरे kambare
खेड khed
शिवापूर shivapur
रामनगर ramnagar
ससेवाडी sasewadi
डोणाजे donaje
खडकवासला khadakwasala
धायरी dhayari
कोंढवे kondhave
भूकुम bhukum
कोमरे komare
लवले lavale
सूस sus
चांदे chande
माण man
हिंजवडी hinjwadi
पुनावळे punawale
रावेत rawet
किवळे kiwale
निगडी nigadi
वळेगाव valegaon
अकुर्डी akurdi
अकोले akole
शेरे shere
पौड paud
कोंढावळे kondhawale
बेलवडे belwade
मुठे muthe
मुळशी mulashi
बहुली bahuli
अंगळंबे anglambe
खर्डेदिगर khardedigar
कार्ठेदिगर karthedigar
पिंपळेखुर्द pimplekhurd
दसराणे dasrane
कनाशी kanashi
खळजी khalaji
पाळेखुर्द palekhurd
कळवणखुर्द kalwankhurd
कोल्हापूर kolhapur
साकोरे sakore
नांदुरी nanduri
सप्तशृंगगड saptashringgad
भादोडा bhadoda
वणी vani
मावडी mawadi
साल्हेर salher
पाटवे patawe
किकवारे kikware
करंजखेड karanjkhed
डागसौंदाणे dagsaundane
दरेभणगी darebhnagi
तिलवण tilwan
दयाने dayane
मोकभणगी mokabhnagi
पिळकोस pilkos
बेज bej
कळवण kalwan
भेंडी bhendi
मटाणे matane
निवाणे nivane
शिरसमणी shirasmani
ओतुर otur
नेरुळ nerul
दुधखेडे dudhkhede
शिवरे shivare
तिसगाव tisgaon
शिंदवड shindwad
खेडगाव khedgaon
गोपेगाव gopegaon
सोनजांब sonjamb
जापूळ japul
मोहाडी mohadi
गणुर ganur
अंबेदिंडोरी ambedindori
जानोरी janori
ओझर ozar
दिक्षी dikshi
पिंप्रीसय्यद pimprisyyad
आडगाव adgaon
माडसांगवी madsangavi
शिलापूर shilapur
पंचक panchak
कनकापूर kankapur
जांभवली jambhvali
कार्ला karla
वाकसा vakasa
लोणावळा lonavala
लोहगड lohgad
भाजे bhaje
काळे kale
तुंग tung
कोपुर्णे kopurne
अंजिवले anjivale
नांदगाव nandgaon
आंबवणे ambwane
पोमगाव pomgaon
मुळशी mulashi
भाबर्डी bhabardi
पिंपरी pimpari
वांद्रे vandre
दिवे dive
वडगाव vadgaon
तम्हणीबुद्रुक tamhanibudruk
धामनहोळ dhamanhol
भोंडे bhonde
वीरबाजी virbaji
खतवडे khatvade
अंबेदिंडोरी ambedindori
डढकाबे dadhkabe
म्हसरुळ mhasrul
नाशिक nashik
पांडवलेणी pandavleni
पाथर्डी pathardi
वेल्होळी velholi
मानूर manur
मुल्हेर mulher
नाळेगाव nalegaon
कोचरस kochras
ओझरखेड ozarkhed
गोवर्धन govardhan
पाडा pada
जामबुटके jambutake
मडकीजांब madkijamb
रासेगाव rasegaon
पिंपळनेर pimpalner
रामसेज ramsej
मुगसरे mugsare
गंगापूर gangapur
आनंदपल्ली anandpalli
सातपूर satpur
पाडा pada
जामबुटके jambutake
विरशेत virshet
शिगशी shigashi
दळवट dalwat
चणकापूर chankapur
धनवड dhanwad
मोहदरी mohdari
पिंप्रीअचला pimpriachala
अहिवंतवाडी ahivantwadi
मांदाने mandane
अवानेर avaner
चंडिकापूर chandikapur
कृष्णगाव krishnagaon
लखमापूर lakhmapur
ओझर ozar
अंबेवणी ambewani
वलखेडा valkheda
कोहाटे kohate
नालवडपाडा nalwadpada
करवंदे karvande
नागशेवडी nagshewadi
बुबळी bubali
रोकडपाडा rokadpada
चिकाडी chikadi
देवसाने devsane
वांजोळे vanjole
टिटवे titawe
देवठाण devthan
चारोशे charoshe
श्रीभुवन shribhuvan
हतगड hatgad
बोरगाव borgaon
सेराड serad
जामलेवणी jamlewani
करंजखेड karanjkhed
चौसाळा chausala
हस्ता hasta
माळादुमाळा maladumala
कोशिंबे koshimbe
पिंपरखेड pimparkhed
नांदुर nandur
नांदगाव nandgaon
घोटीखुर्द ghotikhurd
बेलगाव belgaon
पाडळी padali
मूंढेगाव mundhegaon
वाघेरा waghera
खंबाळे khambale
खैरगाव khairgaon
शेनवड shenwad
कांचनगाव kanchangaon
कळुस्ते kaluste
पिंपरीसागर pimprisagar
तळोध talodh
तटोली tatoli
तळेगाव talegaon
इगतपुरी igatpuri
घोटी ghoti
वालविहिर valvihir
माणिकखांब manikkhamb
कवनाई kavnai
मुकणे mukane
रायांबे rayambe
धारगाव dhargaon
टाकेदेवगाव takedewgaon
आहुर्ली ahurli
अलवड alwad
टाकेहरण takeharan
शेवगेडाग shevgedag
मुरंबी murambi
गोंडा gonda
वाडीवर्हे wadiwarhe
राजुरबाहुला rajurbahula
पिंपळद pimplad
तळेगाव talegaon
बेलगाववढगा belagavvadhaga
अंजनेरी anjaneri
जातेगाव jategaon
पहिणे pahine
झारवड zarwad
त्र्यंबकेश्वर tryambakeshwar
पेगलवाडी pegalwadi
तळेगाव talegaon
तळवडे talvade
अंबोली amboli
गणेशगाव ganeshgaon
बेझे beze
