अनुत्तम anuttam
वनारे vanare
आज aaj
बावी bavi
दो do
सतजीवन satjivan
लेंगे lenge
केदार kedar
परजने parjane
मकैला makaila
विशाखा vishakha
फ्रीस्टोन freestone
बहीज bahij
थॉर्न thorn
अहमद ahmed
मोरक्को morocco
मुथु muthu
गुरुदास gurudas
ग्लोरा glora
एल्डिन eldine
बुज़दिल buzdil
बरडगाव baradgaon
जॉन john
पोलो polo
करासफाहल qarasafahl
नदीदाह nadidah
डे de
डीनिरो deniro
हरे hare
अश्विनीकुमार ashwinikumar
विश्वनाथ vishwnath
चिंबळी chimbali
करखेळखुर्द karkhelkhurd
वेगा vega
चेन्नई chennai
गॉबेन gobain
आशीष ashish
बाभुळखेडे babhulkhede
उपदृष्टी updrushti
खर्डेदिगर khardedigar
दरेगाव daregaon
सिंक्रोनाइज़्ड synchronised
पार्कवे parkway
मुबारकपुर mubarakpur
प्रिया priya
स्टॉकटन stockton
कातकलंब kataklamb
धनदरी dhandari
स्मिथ smith
एनर्जी energy
स्वप्नरंगिला swapnarangila
रहमान rahaman
ग्वेनन gwennan
इंडिया india
सायबर cyber
मोहम्मद mohammad
नारेउसर nareusar
ओंकारनाथ onkarnath
मातोंडकर matondkar
बेवफ़ाई bewafai
विद्युत vidyut
पॉटेमकिन potemkin
हंसिनी hansini
खरगपूर kharagpur
डिंगोरे dingore
केतना ketana
दिलदारखान dildarkhan
चिंचोर्डी chinchordi
जंक्शन junction
होमवती homvati
कोमल komal
गुरूद्वारा gurudwara
रावणगाव rawangaon
योलान्डा yolanda
साजन saajan
बारामती baramati
युधिष्ठीर yudhishtheer
सलबतपुर salbatpur
पांगरखेड pangarkhed
गहुली gahuli
पेंदशेत pendshet
भटनवाडी bhatanwadi
बसराई basrai
शमागत shamagat
अन्वी anvi
ताराचंद्र tarachandra
बभिवर्गी babhiwargi
कोब kobe
गैलरी gallery
दादरा dadara
कलामेगम kalamegam
गुइआ guia
लालवाडी lalwadi
एडिसन addison
पेंदेफल pendephal
अरुलाप्पन arulappan
चोलोम cholom
रिकवरी recovery
रिसोड risod
शांताराम shantaram
मैटलीज maltese
गतेगाव gategaon
गोल gol
रेती reti
सायली sayali
कमला kamala
सहावा sahawa
गुरुदेव gurudeo
देश desh
मेन maine
पालापूर palapur
देवळाली devlali
स्कूल school
मन्दाकिनी mandakini
गीतिका gitika
तंजल tanjal
ज्योती jyoti
मनोहर manohar
नळवाडा nalwada
दहिवडी dahiwadi
गावंडेवाडी gavandewadi
शिंदे shinde
रूपेश rupesh
प्रियतमा priyatama
शिवशेत shivashet
औशिग aushig
कली kali
अल्लेपी allepi
कासारे kasare
अर्ज़रज़ोग erzherzog
कौशिक kaushik
एकेसिया acacia
जहांगीराबाद jahangirabad
गुलिका gulika
तमालिनी tamalini
काबराई kabrai
सुगोश sugosh
कोयाळी koyali
गायत्री gayatri
जापान japan
हेमावती hemavati
इंद्रदत्त indradutt
लोणीकंद lonikand
मनोहरी manohari
पडसाळी padsali
लिंगममुर्ती lingammurti
मंगेश mangesh
म्युज़ियम museum
सौ sau
आदिता adita
श्याम shyaam
ब्रजेंद्र brajendra
बेमेत्रा bemetra
इत्ती itti
कस्बा kasba
अवार्ड award
निंभारी nimbhari
देवास dewas
आर्क ark
वला vala
देहरादून dehradun
अजातशत्रु ajaatshatru
आंबिवली ambivali
स्काउट scout
सुखरूप sukhrup
लागुआन्स lagunas
लैनन lanen
इट्गयाल itgayal
हिम्मत himmat
ब्रीस breese
केमरी kemari
सुख्बिर sukhbir
अब्दुस abdus
मानस manas
फिडल fiddle
पारधी paradhi
अंकुलगारानी ankulgarani
उज्जैन ujjain
दोनों dono
वेलैंड wayland
वजीद wajeed
मिल्स mills
बेवर bewar
नरहरि narhari
दाग daag
धानेश dhaanesh
ईमान iman
पालम palam
नैपा napa
कमलगंज kamalganj
करीम karim
फोर्ट fort
सुसलाद suslad
न्यू new
चिराक chirak
रघुनंदा raghunanda
निमगाव nimgaon
देहज dehaj
श्रीमंजिरी shrimanjiri
रेस्लिंग wrestling
मिरी miri
खान khan
किन्होळा kinhola
रवीदास ravidas
श्रुजेश्वरी shrujeshwari
तळेघर taleghar
पुष्पांजलि pushpanjali
वाटेफल watephal
हक haq
पिंपरीअष्टी pimpriashti
किर्तना kirtana
मधुलेखा madhulekha
किंग king
परिक्युटिन paricutin
दलाल dalal
भांडगाव bhandgaon
भचाऊ bhachau
गॉर्डोन gordon
गांजूर ganjur
गैलेक्सीडी galaxidi
चा cha
महल mahal
इलिंगवर्थ illingworth
शाका shaaka
अमरीक amrik
आज aaj
तनुश्री tanushri
शरीफ sharif
अनबर anbar
को ko
प्रकाश prakash
सुप्रिती supriti
सोहम soham
टेम्पो tempo
खेडाळे khedale
वीटो vito
पावापूरी pavapuri
धिवली dhivali
सातारा satara
भगवंतरूप bhagwantroop
हैरिसन harrison
जेबापिंपरी jebapimpari
ज़िज़ी zizi
लैम liam
रोना rhona
खान khan
दिनमान dinman
फु़र्कान furqan
देवभूती devbhuti
जय jai
गेलिएना galiena
कांची kanchi
बोरलाखुर्द borlakhurd
लियाकत liyaakat
कराड karad
ऋतेश rutesh
मलिहाबाद malihabad
अभिमन्यु abhimanyu
नरेंद्र narendra
कपाली kapali
अभया abhaya
शरीनी sharini
गीत git
पिंप्रीसय्यद pimprisyyad
मधुचन्दा madhuchanda
जीवन jeevan
मैके mackay
खलिदाह khalidah
मलकापुर malkapur
अनुजा anuja
भोगोनदेवी bhogondevi
जलपा jalapa
चाफे chaphe
बाटला batala
ओंकार okaar
पिनाकी pinaki
अनमोलिका anmolika
नॉर्मन norman
ह्रितिक hritik
गोवरी gowari
आर्ची archi
नोखरा nokhara
बोळकी bolaki
लेक्सिन lexine
मिज़मार mizmar
नीरव nirav
सूजी suji
श्रेवज shrevaj
सिद्धेश्वरी siddheshwari
गोवर्धन govardhan
वेल well
कोचधाम kochdham
ऐलिस ailis
बोडन bowden
मर्विन marvin
मेघानंदी meghanandi
शमीम shameem
बॉब bob
ग्रेजुएट graduate
जननी janani
प्रिथिका prithika
आत्मजा atmaja
इक्का ikka
मधना madhana
तारीशी tarishi
और aur
परमलीन paramleen
रिपर ripper
जयश्री jayashree
राजीवलोचन rajivlochan
गरवारे garware
